application_name,date,time_stamp,server_name,cpu_usage,memory_usage,disk_io,network_in,network_out,response_time_ms,error_rate,requests_per_minute
PortfolioPro,2025-06-18,14:01:55,srv-cache01,94.75,4237.91,18.12,62.55,16.44,275.47,4.856,459
MarketAnalyzer,2025-06-18,14:11:55,srv-cache01,34.3,2730.82,89.17,16.71,29.53,395.34,0.025,118
StockTraderPro,2025-06-18,14:21:55,srv-db02,72.27,5152.19,67.2,9.09,5.35,76.93,2.483,4463
LoanLogic,2025-06-18,14:31:55,srv-db01,76.75,14048.34,11.96,18.95,25.03,332.04,3.595,8882
LoanLogic,2025-06-18,14:41:55,srv-db02,59.81,5002.11,57.35,69.44,96.08,710.06,1.717,3222
EquityInsight,2025-06-18,14:51:55,srv-app01,77.6,4174.69,56.07,58.86,37.21,737.53,1.347,6522
StockTraderPro,2025-06-18,15:01:55,srv-web01,70.94,6421.29,9.16,53.21,9.76,58.32,3.314,412
CryptoFlow,2025-06-18,15:11:55,srv-app02,46.89,10255.9,44.88,92.63,52.47,433.54,2.139,6376
TradeStream,2025-06-18,15:21:55,srv-web01,88.38,3831.41,41.42,59.94,11.18,520.11,4.506,2160
EquityInsight,2025-06-18,15:31:55,srv-app01,20.16,6703.06,22.88,73.28,24.81,56.51,4.871,7493
BondWatch,2025-06-18,15:41:55,srv-app02,37.52,11180.47,13.9,73.06,60.53,965.23,4.619,1859
PortfolioPro,2025-06-18,15:51:55,srv-db02,22.51,14030.41,0.56,40.34,17.49,816.69,1.083,3227
EquityInsight,2025-06-18,16:01:55,srv-app01,47.51,11540.87,66.82,88.88,91.72,483.77,3.103,7645
LoanLogic,2025-06-18,16:11:55,srv-app02,42.73,16195.88,46.68,6.99,59.73,170.92,4.405,8515
ForexPulse,2025-06-18,16:21:55,srv-app02,44.35,3755.9,70.31,56.77,90.82,687.26,2.264,4716
EquityInsight,2025-06-18,16:31:55,srv-app01,28.99,15932.09,5.8,76.77,75.51,955.84,3.489,3577
FinTransact,2025-06-18,16:41:55,srv-db01,80.99,2850.11,88.89,90.6,81.81,636.11,0.207,613
FinTransact,2025-06-18,16:51:55,srv-cache01,84.6,5365.92,83.9,30.25,38.62,825.24,0.042,686
BondWatch,2025-06-18,17:01:55,srv-cache01,87.07,9085.17,13.58,54.59,13.76,420.88,4.652,5402
CryptoFlow,2025-06-18,17:11:55,srv-db02,27.95,3461.32,62.05,85.48,5.28,601.15,4.278,629
EquityInsight,2025-06-18,17:21:55,srv-db02,92.25,2259.87,8.19,96.3,76.78,922.53,4.35,7067
TradeStream,2025-06-18,17:31:55,srv-app02,77.56,5337.14,33.9,43.78,24.24,541.19,4.874,2126
EquityInsight,2025-06-18,17:41:55,srv-db01,78.32,1491.36,7.12,5.7,19.46,650.03,3.541,4542
MarketAnalyzer,2025-06-18,17:51:55,srv-app01,89.7,12449.63,77.25,36.76,99.28,35.54,3.115,7795
RiskGuardian,2025-06-18,18:01:55,srv-app01,24.86,2799.31,63.11,25.0,19.42,569.58,4.363,9778
BondWatch,2025-06-18,18:11:55,srv-app01,93.72,15358.54,36.67,51.01,94.58,362.09,3.246,2113
ForexPulse,2025-06-18,18:21:55,srv-app01,93.61,15068.75,94.95,63.15,24.51,348.93,4.168,4765
ForexPulse,2025-06-18,18:31:55,srv-app01,13.85,13021.54,41.15,1.42,9.0,778.46,0.213,2177
LoanLogic,2025-06-18,18:41:55,srv-db02,91.0,9814.53,25.13,23.51,60.16,546.98,2.632,6454
EquityInsight,2025-06-18,18:51:55,srv-db02,20.3,4561.44,50.54,42.1,41.49,423.46,2.018,9156
TradeStream,2025-06-18,19:01:55,srv-db01,84.22,717.13,65.13,29.0,82.92,775.13,1.711,3887
LoanLogic,2025-06-18,19:11:55,srv-web01,36.8,11558.0,68.41,11.77,71.93,169.3,3.985,2834
EquityInsight,2025-06-18,19:21:55,srv-app02,16.94,14752.77,5.52,75.44,37.31,996.54,2.507,4044
ForexPulse,2025-06-18,19:31:55,srv-db01,79.38,12517.29,52.34,74.29,10.63,360.93,2.151,2574
ForexPulse,2025-06-18,19:41:55,srv-app02,33.61,3605.99,28.15,94.65,9.11,929.37,2.426,4716
PortfolioPro,2025-06-18,19:51:55,srv-app01,26.24,12873.44,27.03,83.31,11.07,411.98,0.146,8841
RiskGuardian,2025-06-18,20:01:55,srv-db02,24.14,556.01,97.68,75.09,76.1,598.0,2.041,2746
BondWatch,2025-06-18,20:11:55,srv-db01,13.92,7908.09,47.21,16.05,97.99,460.71,4.116,910
PortfolioPro,2025-06-18,20:21:55,srv-db02,32.88,11497.42,17.78,57.26,29.65,256.55,0.452,7187
MarketAnalyzer,2025-06-18,20:31:55,srv-db02,75.62,8513.09,75.67,1.73,51.95,559.26,4.888,9487
TradeStream,2025-06-18,20:41:55,srv-app02,13.45,802.35,44.04,9.97,8.07,36.18,2.553,8434
MarketAnalyzer,2025-06-18,20:51:55,srv-cache01,16.1,3828.76,19.13,17.63,17.61,217.14,1.561,4556
FinTransact,2025-06-18,21:01:55,srv-web01,90.89,2346.5,88.67,89.73,17.62,101.4,1.503,6805
MarketAnalyzer,2025-06-18,21:11:55,srv-cache01,58.87,3837.16,9.78,9.15,80.51,628.18,1.746,7858
TradeStream,2025-06-18,21:21:55,srv-app01,40.69,13509.34,83.38,46.03,87.45,682.64,3.87,9718
BondWatch,2025-06-18,21:31:55,srv-cache01,46.29,5692.1,66.24,22.16,83.27,784.45,2.867,4198
OptionMaster,2025-06-18,21:41:55,srv-db01,54.07,10790.0,82.72,28.04,47.83,726.1,4.174,936
RiskGuardian,2025-06-18,21:51:55,srv-app02,13.54,9401.32,77.26,32.1,3.31,270.57,3.96,780
MarketAnalyzer,2025-06-18,22:01:55,srv-app02,32.39,3670.94,70.58,10.22,20.84,866.14,1.597,6189
ForexPulse,2025-06-18,22:11:55,srv-web01,15.07,9982.96,92.06,65.94,35.05,501.9,3.03,6439
RiskGuardian,2025-06-18,22:21:55,srv-app01,46.97,6055.68,88.91,55.71,31.2,755.8,1.337,6867
CryptoFlow,2025-06-18,22:31:55,srv-web01,81.17,6235.5,90.29,74.05,11.08,865.18,2.453,8831
CryptoFlow,2025-06-18,22:41:55,srv-app01,38.97,4344.18,42.93,70.6,74.76,545.07,1.138,7521
TradeStream,2025-06-18,22:51:55,srv-web01,90.46,12559.37,50.77,48.98,24.78,381.61,0.174,6883
CryptoFlow,2025-06-18,23:01:55,srv-web01,76.01,15663.52,90.35,4.19,44.59,141.68,1.858,5766
StockTraderPro,2025-06-18,23:11:55,srv-app01,51.89,8256.66,66.89,81.22,74.59,520.8,1.865,8951
ForexPulse,2025-06-18,23:21:55,srv-app02,93.44,12954.27,79.64,95.94,68.14,227.73,2.259,4924
TradeStream,2025-06-18,23:31:55,srv-app02,44.44,11477.03,84.86,75.49,26.73,225.69,3.913,3398
EquityInsight,2025-06-18,23:41:55,srv-db01,23.79,5907.55,58.46,39.54,38.81,85.69,1.182,3950
PortfolioPro,2025-06-18,23:51:55,srv-web01,74.05,15722.66,51.66,96.96,84.95,328.69,1.369,4642
StockTraderPro,2025-06-19,00:01:55,srv-db01,23.53,15400.54,7.14,82.74,82.99,431.78,4.919,9475
LoanLogic,2025-06-19,00:11:55,srv-db01,41.48,2074.51,80.63,43.76,54.93,355.27,4.379,5373
LoanLogic,2025-06-19,00:21:55,srv-app01,49.68,7465.06,16.28,98.63,92.79,139.18,1.275,873
OptionMaster,2025-06-19,00:31:55,srv-cache01,68.49,2317.38,98.11,33.47,73.9,562.76,0.728,6845
MarketAnalyzer,2025-06-19,00:41:55,srv-cache01,89.95,16295.05,53.69,84.17,9.56,775.1,2.918,9335
FinTransact,2025-06-19,00:51:55,srv-cache01,51.98,10649.91,9.95,99.28,20.86,953.2,4.571,7439
ForexPulse,2025-06-19,01:01:55,srv-cache01,11.42,5409.23,63.53,62.83,20.07,989.68,4.007,1039
LoanLogic,2025-06-19,01:11:55,srv-cache01,18.25,12070.57,43.21,19.39,6.91,448.69,4.083,7634
MarketAnalyzer,2025-06-19,01:21:55,srv-app01,50.26,10254.76,52.27,25.14,43.97,368.44,4.678,4791
BondWatch,2025-06-19,01:31:55,srv-web01,74.85,1781.5,45.6,26.87,9.01,285.5,0.077,9745
TradeStream,2025-06-19,01:41:55,srv-app02,64.34,1923.29,20.97,34.71,49.38,790.44,1.135,5166
PortfolioPro,2025-06-19,01:51:55,srv-web01,92.22,16268.26,47.96,12.83,1.52,585.8,3.668,8368
MarketAnalyzer,2025-06-19,02:01:55,srv-db02,31.26,11251.11,57.75,41.35,77.84,74.7,4.341,1643
PortfolioPro,2025-06-19,02:11:55,srv-web01,79.05,12796.78,1.51,70.35,59.5,404.38,1.272,7197
TradeStream,2025-06-19,02:21:55,srv-cache01,79.16,11150.94,28.75,58.82,40.65,293.65,2.924,1553
OptionMaster,2025-06-19,02:31:55,srv-app02,83.64,14877.07,71.54,81.07,76.78,463.47,1.501,3605
TradeStream,2025-06-19,02:41:55,srv-cache01,10.34,12744.03,43.97,60.04,60.01,285.29,4.344,4235
StockTraderPro,2025-06-19,02:51:55,srv-app01,36.8,12751.57,41.54,75.94,34.98,750.79,1.511,9637
RiskGuardian,2025-06-19,03:01:55,srv-db02,76.25,16240.85,30.52,98.42,38.05,571.29,0.218,5371
TradeStream,2025-06-19,03:11:55,srv-app01,13.5,16113.68,60.87,78.41,65.33,200.27,1.691,3080
FinTransact,2025-06-19,03:21:55,srv-app02,33.42,14351.83,55.73,58.67,20.28,540.66,1.252,9211
RiskGuardian,2025-06-19,03:31:55,srv-db01,21.36,669.47,52.55,17.76,75.79,918.74,1.498,9308
LoanLogic,2025-06-19,03:41:55,srv-app01,90.95,14185.39,59.53,51.79,44.82,475.01,3.143,8597
ForexPulse,2025-06-19,03:51:55,srv-web01,51.4,4235.27,33.91,81.49,31.89,649.79,3.288,3142
PortfolioPro,2025-06-19,04:01:55,srv-db02,21.45,4867.26,45.54,2.65,9.08,658.09,1.524,3233
PortfolioPro,2025-06-19,04:11:55,srv-web01,36.18,15401.36,61.55,6.49,48.66,451.57,2.394,3454
FinTransact,2025-06-19,04:21:55,srv-app02,26.03,1680.26,95.69,25.14,49.43,468.25,0.355,1119
OptionMaster,2025-06-19,04:31:55,srv-db01,94.25,15439.7,71.44,73.49,61.35,140.62,2.014,930
MarketAnalyzer,2025-06-19,04:41:55,srv-cache01,59.54,15965.51,24.26,7.81,83.64,51.45,3.775,3451
CryptoFlow,2025-06-19,04:51:55,srv-web01,83.12,1550.05,86.54,97.59,46.42,908.1,1.378,8525
TradeStream,2025-06-19,05:01:55,srv-db02,41.0,6426.3,24.31,40.8,9.1,774.83,2.87,8599
CryptoFlow,2025-06-19,05:11:55,srv-web01,23.74,1003.02,3.79,62.62,86.29,715.37,0.834,4792
EquityInsight,2025-06-19,05:21:55,srv-db01,92.3,13465.38,64.95,7.51,20.0,946.73,2.994,9913
LoanLogic,2025-06-19,05:31:55,srv-db02,17.18,8935.72,85.62,32.86,14.48,361.17,3.502,6785
EquityInsight,2025-06-19,05:41:55,srv-db01,10.02,2964.97,31.58,99.25,1.77,620.99,2.8,9145
EquityInsight,2025-06-19,05:51:55,srv-app01,36.36,2166.55,72.64,94.21,54.4,872.57,3.99,8511
OptionMaster,2025-06-19,06:01:55,srv-web01,58.92,2226.19,85.33,8.72,89.06,687.08,2.896,4945
ForexPulse,2025-06-19,06:11:55,srv-web01,20.8,7033.29,27.81,27.81,15.46,59.06,4.859,6996
StockTraderPro,2025-06-19,06:21:55,srv-app01,36.46,8635.52,87.47,66.07,81.95,827.6,3.465,641
CryptoFlow,2025-06-19,06:31:55,srv-db02,12.71,11331.91,92.29,15.74,27.07,694.89,3.792,3652
BondWatch,2025-06-19,06:41:55,srv-app02,90.59,11927.7,66.64,55.07,47.56,957.29,4.831,4387
FinTransact,2025-06-19,06:51:55,srv-db02,47.8,1908.89,31.51,24.1,62.93,242.05,4.597,6017
StockTraderPro,2025-06-19,07:01:55,srv-db02,47.14,13392.17,42.69,69.0,25.26,55.84,4.093,5706
ForexPulse,2025-06-19,07:11:55,srv-app01,88.62,11163.36,97.12,95.63,7.5,294.45,0.92,1883
LoanLogic,2025-06-19,07:21:55,srv-db02,40.42,10990.46,22.84,36.44,32.86,145.05,4.005,7598
EquityInsight,2025-06-19,07:31:55,srv-app01,33.56,10034.7,77.66,71.44,94.1,470.71,1.242,9873
ForexPulse,2025-06-19,07:41:55,srv-db01,72.26,1873.08,21.48,89.77,81.08,418.35,4.283,8196
LoanLogic,2025-06-19,07:51:55,srv-cache01,16.4,6560.92,20.09,16.94,57.33,546.19,2.399,7799
StockTraderPro,2025-06-19,08:01:55,srv-app02,15.39,14445.86,84.22,55.02,14.06,928.09,2.762,6305
OptionMaster,2025-06-19,08:11:55,srv-db02,35.82,6439.88,89.06,3.66,34.35,864.09,3.312,6368
FinTransact,2025-06-19,08:21:55,srv-app02,53.32,8083.84,64.48,73.04,51.38,109.23,0.438,508
OptionMaster,2025-06-19,08:31:55,srv-web01,43.64,1131.83,95.88,79.85,90.36,149.25,1.626,8479
OptionMaster,2025-06-19,08:41:55,srv-app01,51.09,3734.65,92.95,23.08,65.51,960.17,2.982,1674
CryptoFlow,2025-06-19,08:51:55,srv-db02,50.43,4101.53,38.28,79.39,24.39,794.0,2.858,5720
CryptoFlow,2025-06-19,09:01:55,srv-db01,66.9,3752.12,79.45,17.08,60.17,229.47,4.85,2624
RiskGuardian,2025-06-19,09:11:55,srv-cache01,62.09,13554.52,26.07,50.93,69.28,491.24,0.377,1819
OptionMaster,2025-06-19,09:21:55,srv-app01,25.3,13419.03,66.36,63.91,41.64,656.69,0.767,1007
FinTransact,2025-06-19,09:31:55,srv-db02,40.92,9221.52,59.29,32.27,77.96,351.91,4.797,2437
OptionMaster,2025-06-19,09:41:55,srv-app01,85.24,6827.9,5.67,17.12,41.81,715.26,4.685,6123
MarketAnalyzer,2025-06-19,09:51:55,srv-cache01,16.66,8463.4,43.15,3.89,0.65,917.57,3.63,6102
OptionMaster,2025-06-19,10:01:55,srv-web01,53.72,3042.12,21.91,48.84,65.46,370.77,0.652,6476
CryptoFlow,2025-06-19,10:11:55,srv-web01,64.03,4467.29,25.57,92.36,24.99,361.42,0.351,1963
TradeStream,2025-06-19,10:21:55,srv-app01,39.18,2807.86,70.74,80.44,68.42,900.69,4.609,7724
MarketAnalyzer,2025-06-19,10:31:55,srv-app01,28.34,3157.3,62.68,67.26,53.1,292.3,0.189,9644
LoanLogic,2025-06-19,10:41:55,srv-app01,20.27,10914.37,43.35,31.81,32.87,163.38,4.229,2769
BondWatch,2025-06-19,10:51:55,srv-db02,52.93,8429.46,4.55,57.38,65.0,711.91,1.556,8590
CryptoFlow,2025-06-19,11:01:55,srv-web01,64.04,10749.98,12.65,21.2,50.29,840.15,3.763,8594
MarketAnalyzer,2025-06-19,11:11:55,srv-db02,54.4,9382.96,37.22,24.21,57.52,601.58,2.816,5530
StockTraderPro,2025-06-19,11:21:55,srv-web01,87.25,15813.14,3.46,61.11,9.93,589.82,3.426,1213
OptionMaster,2025-06-19,11:31:55,srv-app01,21.18,6548.53,62.28,67.04,2.0,335.44,2.571,2479
FinTransact,2025-06-19,11:41:55,srv-db01,31.34,2837.43,52.66,22.92,9.53,667.42,3.94,9050
ForexPulse,2025-06-19,11:51:55,srv-db01,11.91,3062.12,86.48,18.95,10.03,763.21,0.549,4127
BondWatch,2025-06-19,12:01:55,srv-db01,37.45,15855.44,17.39,96.21,85.79,839.04,4.006,6657
EquityInsight,2025-06-19,12:11:55,srv-web01,12.93,4169.88,90.98,13.37,42.33,842.07,0.35,8528
OptionMaster,2025-06-19,12:21:55,srv-app01,45.83,13664.83,51.66,35.71,35.95,196.1,4.668,8305
PortfolioPro,2025-06-19,12:31:55,srv-web01,44.9,11460.74,40.64,64.67,45.97,288.6,1.035,2086
StockTraderPro,2025-06-19,12:41:55,srv-db02,32.97,15719.74,76.14,75.96,75.13,434.84,0.7,7534
PortfolioPro,2025-06-19,12:51:55,srv-app02,93.12,15966.0,29.24,19.95,23.15,244.9,4.698,8392
LoanLogic,2025-06-19,13:01:55,srv-db01,71.0,5854.65,47.95,9.13,27.39,652.74,4.643,5233
MarketAnalyzer,2025-06-19,13:11:55,srv-app02,76.92,2802.01,78.61,93.35,6.01,332.15,3.456,6553
MarketAnalyzer,2025-06-19,13:21:55,srv-cache01,79.36,3695.03,8.22,93.8,81.61,712.68,4.793,311
TradeStream,2025-06-19,13:31:55,srv-app02,68.98,517.97,4.19,70.02,70.8,710.67,4.162,8814
MarketAnalyzer,2025-06-19,13:41:55,srv-cache01,15.1,2251.49,39.87,39.45,14.91,753.93,0.36,8907
TradeStream,2025-06-19,13:51:55,srv-web01,57.73,15876.01,26.38,1.32,64.81,83.45,4.269,6444
LoanLogic,2025-06-19,14:01:55,srv-db01,15.33,9204.08,23.31,68.47,7.61,85.37,4.588,734
RiskGuardian,2025-06-19,14:11:55,srv-cache01,71.26,13847.01,34.47,17.39,32.85,202.02,0.877,4620
EquityInsight,2025-06-19,14:21:55,srv-web01,85.88,11104.32,38.05,97.09,65.83,303.66,2.297,1664
ForexPulse,2025-06-19,14:31:55,srv-cache01,87.24,10750.39,87.43,72.64,18.33,622.18,4.665,4416
RiskGuardian,2025-06-19,14:41:55,srv-db02,71.01,13759.6,89.21,0.48,4.7,760.04,2.274,9229
LoanLogic,2025-06-19,14:51:55,srv-app01,38.84,14220.66,69.74,44.97,10.54,388.15,3.082,1998
CryptoFlow,2025-06-19,15:01:55,srv-app01,77.32,8892.67,62.01,25.9,60.37,37.13,1.979,232
PortfolioPro,2025-06-19,15:11:55,srv-app02,50.17,4302.0,89.12,81.86,44.74,389.75,3.685,8068
MarketAnalyzer,2025-06-19,15:21:55,srv-db02,72.61,3752.78,35.84,65.47,66.21,275.73,3.842,8018
CryptoFlow,2025-06-19,15:31:55,srv-cache01,33.29,3388.9,57.61,96.71,3.38,95.68,3.419,4294
EquityInsight,2025-06-19,15:41:55,srv-web01,87.91,2820.32,8.38,10.76,29.09,180.61,4.846,3074
PortfolioPro,2025-06-19,15:51:55,srv-web01,35.83,7629.42,92.36,10.75,20.58,624.16,0.036,3049
OptionMaster,2025-06-19,16:01:55,srv-web01,25.44,14090.39,83.51,40.38,45.9,481.79,0.546,1889
FinTransact,2025-06-19,16:11:55,srv-app01,16.5,8129.25,61.08,19.95,52.35,208.31,2.378,444
MarketAnalyzer,2025-06-19,16:21:55,srv-db02,49.25,5359.02,98.85,35.34,6.93,245.04,0.584,9237
ForexPulse,2025-06-19,16:31:55,srv-web01,70.88,9315.87,40.4,40.21,63.48,450.72,0.155,953
BondWatch,2025-06-19,16:41:55,srv-db01,14.0,13936.11,93.42,33.65,28.32,188.43,4.663,9953
TradeStream,2025-06-19,16:51:55,srv-app02,36.41,12543.53,9.95,7.52,74.23,42.55,2.956,7357
LoanLogic,2025-06-19,17:01:55,srv-app02,14.17,5479.49,56.42,39.4,56.6,869.68,2.206,9406
EquityInsight,2025-06-19,17:11:55,srv-db02,87.66,6817.75,39.89,98.82,33.63,733.25,4.171,1297
MarketAnalyzer,2025-06-19,17:21:55,srv-db02,71.98,4788.28,14.21,18.86,43.12,449.9,3.113,3747
FinTransact,2025-06-19,17:31:55,srv-web01,89.89,7475.19,39.37,87.02,90.84,675.74,2.754,7718
RiskGuardian,2025-06-19,17:41:55,srv-db02,59.44,16091.45,44.44,41.71,19.47,745.08,3.521,9942
CryptoFlow,2025-06-19,17:51:55,srv-web01,82.87,7401.03,69.34,57.9,20.42,238.2,3.068,8272
FinTransact,2025-06-19,18:01:55,srv-db01,84.93,14234.76,74.52,49.34,11.68,439.84,3.006,9355
OptionMaster,2025-06-19,18:11:55,srv-db02,90.09,3149.13,56.22,84.19,15.3,732.52,2.905,3738
PortfolioPro,2025-06-19,18:21:55,srv-db02,53.66,4165.85,3.49,66.12,81.41,776.85,0.614,8849
RiskGuardian,2025-06-19,18:31:55,srv-app01,62.19,15402.73,20.56,43.39,4.2,422.32,1.808,798
BondWatch,2025-06-19,18:41:55,srv-app01,47.02,2788.13,24.27,83.24,15.59,267.38,2.538,3594
CryptoFlow,2025-06-19,18:51:55,srv-cache01,80.6,15638.83,36.02,39.29,8.59,73.69,4.367,4169
TradeStream,2025-06-19,19:01:55,srv-app01,92.12,4314.15,32.6,48.38,69.81,696.39,3.514,7821
StockTraderPro,2025-06-19,19:11:55,srv-app02,26.86,595.34,47.31,92.34,71.17,826.83,2.624,5179
ForexPulse,2025-06-19,19:21:55,srv-db02,28.03,13189.92,22.36,78.38,37.59,439.45,3.408,7067
RiskGuardian,2025-06-19,19:31:55,srv-web01,20.86,8945.84,81.28,8.38,18.56,531.55,0.776,5118
CryptoFlow,2025-06-19,19:41:55,srv-web01,24.71,15578.76,69.63,26.21,31.55,605.34,3.791,1124
FinTransact,2025-06-19,19:51:55,srv-app02,74.09,4251.49,21.5,34.73,82.99,833.8,1.881,371
TradeStream,2025-06-19,20:01:55,srv-cache01,42.55,15743.33,54.07,80.61,61.98,513.55,3.546,3484
StockTraderPro,2025-06-19,20:11:55,srv-web01,70.85,14488.49,69.02,48.91,94.72,938.17,0.769,6733
TradeStream,2025-06-19,20:21:55,srv-app02,24.33,12232.2,65.36,20.66,88.93,503.1,3.486,2329
RiskGuardian,2025-06-19,20:31:55,srv-db02,11.6,3675.4,78.01,88.36,61.74,679.47,4.062,7838
LoanLogic,2025-06-19,20:41:55,srv-db01,10.93,8049.31,78.55,3.71,28.58,921.81,0.904,9127
TradeStream,2025-06-19,20:51:55,srv-app02,60.57,12834.45,85.5,82.3,30.36,908.2,4.152,2328
RiskGuardian,2025-06-19,21:01:55,srv-app02,35.03,3562.11,41.95,48.22,55.85,949.76,3.17,8616
FinTransact,2025-06-19,21:11:55,srv-web01,53.88,10122.92,60.1,79.62,90.59,462.32,4.274,2748
LoanLogic,2025-06-19,21:21:55,srv-db01,17.86,14539.85,84.81,59.99,32.19,891.85,4.753,3134
LoanLogic,2025-06-19,21:31:55,srv-web01,68.81,15890.2,96.0,27.79,7.91,675.04,3.378,5262
RiskGuardian,2025-06-19,21:41:55,srv-web01,66.3,11858.66,48.69,61.95,98.68,126.23,0.734,9421
RiskGuardian,2025-06-19,21:51:55,srv-app02,65.92,15564.05,53.04,75.04,87.07,637.74,2.958,5182
BondWatch,2025-06-19,22:01:55,srv-db02,19.19,2585.67,96.22,77.77,83.54,361.82,1.372,1197
StockTraderPro,2025-06-19,22:11:55,srv-cache01,48.18,1005.9,82.22,51.8,71.45,923.34,0.282,203
FinTransact,2025-06-19,22:21:55,srv-cache01,19.69,11867.87,76.03,67.17,41.05,788.83,4.617,39
MarketAnalyzer,2025-06-19,22:31:55,srv-cache01,17.44,13523.28,96.98,99.96,60.86,375.58,1.833,7503
MarketAnalyzer,2025-06-19,22:41:55,srv-web01,49.29,13874.64,14.99,79.01,67.8,118.25,1.385,8450
FinTransact,2025-06-19,22:51:55,srv-app02,69.06,8607.21,55.41,38.74,98.88,273.9,4.281,3996
OptionMaster,2025-06-19,23:01:55,srv-app02,45.0,3103.93,48.2,8.81,36.76,243.61,0.865,2620
RiskGuardian,2025-06-19,23:11:55,srv-app02,67.87,13511.87,71.47,82.72,51.36,847.25,1.786,4738
LoanLogic,2025-06-19,23:21:55,srv-web01,64.47,3394.09,21.95,1.02,59.31,745.16,3.372,2760
MarketAnalyzer,2025-06-19,23:31:55,srv-app01,26.38,5931.67,78.79,64.28,4.78,52.28,4.726,4478
EquityInsight,2025-06-19,23:41:55,srv-app02,68.76,14590.24,72.92,45.08,89.24,692.56,2.995,5474
LoanLogic,2025-06-19,23:51:55,srv-db01,74.82,10787.99,22.28,31.06,97.0,481.73,4.412,5991
StockTraderPro,2025-06-20,00:01:55,srv-app02,32.15,10184.59,75.97,24.57,19.42,531.17,2.867,6992
EquityInsight,2025-06-20,00:11:55,srv-app02,56.27,14142.35,67.43,68.25,86.91,419.29,2.226,7361
EquityInsight,2025-06-20,00:21:55,srv-db01,45.52,3770.73,21.58,19.12,96.35,271.07,4.166,9461
BondWatch,2025-06-20,00:31:55,srv-db01,11.23,11314.17,38.32,13.36,41.1,205.53,0.237,5108
EquityInsight,2025-06-20,00:41:55,srv-db02,48.28,14505.88,66.47,82.31,14.73,842.28,1.477,1999
RiskGuardian,2025-06-20,00:51:55,srv-app02,75.27,15508.94,32.44,58.09,74.98,555.18,1.975,9815
BondWatch,2025-06-20,01:01:55,srv-web01,79.24,7415.05,25.12,89.44,97.36,732.87,2.958,5431
TradeStream,2025-06-20,01:11:55,srv-app01,68.47,8328.48,56.52,88.67,37.53,533.93,4.092,6594
LoanLogic,2025-06-20,01:21:55,srv-cache01,24.04,10486.41,55.48,7.21,3.28,180.61,4.603,6860
OptionMaster,2025-06-20,01:31:55,srv-db01,22.79,12980.15,70.72,82.81,85.14,506.74,1.987,1460
RiskGuardian,2025-06-20,01:41:55,srv-web01,90.66,10982.41,22.89,12.48,69.48,600.34,0.501,9087
ForexPulse,2025-06-20,01:51:55,srv-web01,32.93,12633.04,75.26,80.27,16.14,761.44,4.507,5759
OptionMaster,2025-06-20,02:01:55,srv-web01,39.32,3699.58,49.32,71.61,32.45,212.18,3.483,1640
PortfolioPro,2025-06-20,02:11:55,srv-cache01,70.7,6567.49,50.84,3.36,20.09,913.92,0.911,2226
ForexPulse,2025-06-20,02:21:55,srv-db01,83.73,2624.71,76.9,95.58,89.4,902.67,3.625,5319
StockTraderPro,2025-06-20,02:31:55,srv-app01,94.83,15320.94,15.2,95.38,13.04,815.94,0.522,1024
MarketAnalyzer,2025-06-20,02:41:55,srv-cache01,20.99,6547.68,38.14,73.82,87.17,861.67,1.552,1966
EquityInsight,2025-06-20,02:51:55,srv-db02,37.27,3587.33,56.41,38.74,7.55,451.91,3.728,5267
TradeStream,2025-06-20,03:01:55,srv-web01,65.05,1986.17,63.18,81.28,94.32,913.3,1.897,9284
BondWatch,2025-06-20,03:11:55,srv-app01,16.83,3737.42,19.13,6.71,50.04,283.33,3.582,6985
MarketAnalyzer,2025-06-20,03:21:55,srv-app01,11.1,14755.82,65.02,83.15,10.58,137.6,4.32,7012
CryptoFlow,2025-06-20,03:31:55,srv-app01,68.04,12878.39,35.28,68.23,33.48,796.26,0.324,5801
RiskGuardian,2025-06-20,03:41:55,srv-app01,54.16,14382.16,9.37,42.53,47.87,927.45,2.934,3536
LoanLogic,2025-06-20,03:51:55,srv-app02,25.1,3294.74,4.17,66.69,29.3,261.06,2.456,4722
ForexPulse,2025-06-20,04:01:55,srv-web01,36.47,8176.8,60.1,7.56,47.8,758.86,4.831,332
CryptoFlow,2025-06-20,04:11:55,srv-db01,42.69,16039.0,47.96,65.93,87.64,988.27,4.698,2213
FinTransact,2025-06-20,04:21:55,srv-db02,37.52,2094.46,17.22,78.29,38.62,321.17,0.741,4475
CryptoFlow,2025-06-20,04:31:55,srv-db02,93.65,14548.54,49.02,35.02,48.21,386.96,4.201,8903
RiskGuardian,2025-06-20,04:41:55,srv-app02,41.94,12439.16,13.01,52.89,48.03,321.64,2.922,8827
CryptoFlow,2025-06-20,04:51:55,srv-web01,51.17,15870.0,75.18,74.11,30.56,54.78,2.585,9313
EquityInsight,2025-06-20,05:01:55,srv-app02,15.95,12799.77,4.34,53.03,37.79,207.7,2.961,4074
MarketAnalyzer,2025-06-20,05:11:55,srv-web01,74.59,2333.03,15.67,90.12,38.35,650.61,0.079,7877
FinTransact,2025-06-20,05:21:55,srv-app02,46.44,13077.72,58.8,36.0,64.74,897.97,2.27,1561
TradeStream,2025-06-20,05:31:55,srv-cache01,35.86,10074.57,18.34,53.42,63.6,367.43,1.733,7062
